date_time,target_carbon_monoxide,target_benzene,target_nitrogen_oxides
2011-01-01 00:00:00,1.5168368816375732,4.961164474487305,198.05697631835938
2011-01-01 01:00:00,1.924605369567871,7.574755668640137,267.60809326171875
2011-01-01 02:00:00,1.8593448400497437,7.370034217834473,269.7732849121094
2011-01-01 03:00:00,1.9225801229476929,7.943434715270996,282.3787841796875
2011-01-01 04:00:00,1.3458102941513062,5.873871326446533,189.79454040527344
2011-01-01 05:00:00,1.1988866329193115,4.575814723968506,176.09837341308594
2011-01-01 06:00:00,1.1458643674850464,4.525416374206543,195.96841430664062
2011-01-01 07:00:00,1.1257206201553345,4.271916389465332,191.82095336914062
2011-01-01 08:00:00,1.0866562128067017,3.5863564014434814,175.28651428222656
2011-01-01 09:00:00,1.0769991874694824,3.237365484237671,173.1133270263672
2011-01-01 10:00:00,1.3184345960617065,4.642060279846191,203.32339477539062
2011-01-01 11:00:00,1.3211607933044434,4.783441066741943,199.04278564453125
2011-01-01 12:00:00,1.7500635385513306,7.107544898986816,255.22618103027344
2011-01-01 13:00:00,2.128223180770874,9.682138442993164,299.43072509765625
2011-01-01 14:00:00,1.8426074981689453,9.063150405883789,275.054443359375
2011-01-01 15:00:00,1.6270028352737427,6.9927568435668945,265.36260986328125
2011-01-01 16:00:00,1.8347606658935547,8.663116455078125,285.6325988769531
2011-01-01 17:00:00,2.3679299354553223,10.948668479919434,350.5565490722656
2011-01-01 18:00:00,3.497910261154175,15.009040832519531,437.43341064453125
2011-01-01 19:00:00,2.702418565750122,11.349406242370605,370.0413818359375
2011-01-01 20:00:00,1.8400120735168457,7.078052043914795,249.06744384765625
2011-01-01 21:00:00,2.0848958492279053,8.010560989379883,288.4818420410156
2011-01-01 22:00:00,1.742897868156433,6.230284690856934,239.68499755859375
2011-01-01 23:00:00,1.567752480506897,5.380373001098633,222.42884826660156
2011-01-02 00:00:00,1.8419668674468994,5.643454551696777,217.24530029296875
2011-01-02 01:00:00,1.6037366390228271,4.911982536315918,198.10504150390625
2011-01-02 02:00:00,1.4531362056732178,3.552427053451538,161.1303253173828
2011-01-02 03:00:00,1.3086649179458618,4.222317695617676,162.12811279296875
2011-01-02 04:00:00,1.13240647315979,3.8181376457214355,147.1201171875
2011-01-02 05:00:00,0.9950457215309143,3.369406223297119,136.77378845214844
2011-01-02 06:00:00,0.9420719146728516,2.920687675476074,127.85016632080078
2011-01-02 07:00:00,1.0297614336013794,3.0741405487060547,145.3632049560547
2011-01-02 08:00:00,1.0580309629440308,3.0394628047943115,152.02874755859375
2011-01-02 09:00:00,1.1310133934020996,4.45391845703125,181.26504516601562
2011-01-02 10:00:00,1.3974244594573975,4.659817695617676,203.94139099121094
2011-01-02 11:00:00,1.8336102962493896,6.6435136795043945,262.4001770019531
2011-01-02 12:00:00,1.9710533618927002,7.835616588592529,276.23095703125
2011-01-02 13:00:00,2.152371644973755,8.786620140075684,297.3072814941406
2011-01-02 14:00:00,2.130769729614258,8.420181274414062,276.2418212890625
2011-01-02 15:00:00,1.7642788887023926,6.352277755737305,222.54132080078125
2011-01-02 16:00:00,2.2006430625915527,9.9368257522583,300.8387451171875
